Baustellen_ID,Baustellenart,Baustellentyp,Beginn,Ende,Seite Sperrung,Icon,Beschreibung,Koordinaten
247,Sperrung,Vollsperrung,13.01.2023 12:00,29.02.2024 17:00,Beidseitig,sperrung,"Leitungsbaustelle, Vollsperrung für Kfz-Verkehr, Umleitung ausgewiesen","GEOMETRYCOLLECTION(POINT(13.492467132224954 52.47005667530792), LINESTRING(13.491316957546202 52.46910797416338, 13.492351958138553 52.46996003561822, 13.492377046740033 52.4699970388503), LINESTRING(13.492377046740033 52.4699970388503, 13.492351958138553 52.46996003561822, 13.491316957546202 52.46910797416338))"
248,Baustelle,keine Sperrung,06.01.2023 15:00,31.12.2026 17:00,Beidseitig,baustelle,"Brückenbauarbeiten, Fahrbahn auf einen Fahrstreifen verengt und verschwenkt","GEOMETRYCOLLECTION(POINT(13.539533080299115 52.539819013150776), LINESTRING(13.530410085077273 52.53808702058067, 13.530508995126194 52.53811000666531, 13.53161589719268 52.53836694856633, 13.53251203843814 52.538555004087705, 13.533745986467578 52.53880999464304, 13.53426199282704 52.538847944109605, 13.534674988172918 52.538892977556735, 13.535087947071215 52.53894798900042, 13.535500960040427 52.53899697576666, 13.536942880894847 52.53914904283122, 13.537527054805343 52.53921695114318, 13.538215936264798 52.53928893699152, 13.538880922716666 52.53937896525189, 13.539360982799073 52.53947399035603, 13.540404038116392 52.53968007226523, 13.541169992946177 52.53986501776311, 13.541796068877472 52.54003501839218, 13.542359953358394 52.54021297093469, 13.543046042563521 52.54045904758661, 13.543941120926908 52.54077997810647, 13.54429098742095 52.54100905375422, 13.543679978148232 52.540891039346846, 13.5432549902855 52.540762004935125, 13.542683110478993 52.54060697494908, 13.542079047995326 52.54046206509359, 13.541644993913748 52.540371034527475, 13.541031904465779 52.54025396971987, 13.540188961379975 52.540135955038224, 13.537876978432022 52.53979795024283, 13.53745398285482 52.539734013501565, 13.536787021426477 52.539619048050916, 13.536271980262859 52.53950299073205, 13.535804977915047 52.5393879749995, 13.535201000103283 52.53922397015329, 13.534938028046238 52.53914600093957, 13.534602938329034 52.53906399143895, 13.534181028164038 52.53895896797272, 13.533745986467578 52.53880999464304, 13.53251203843814 52.538555004087705, 13.53161589719268 52.53836694856633, 13.530508995126194 52.53811000666531, 13.530410085077273 52.53808702058067))"
249,Baustelle,keine Sperrung,15.12.2022 07:00,29.03.2024 17:00,Beidseitig,baustelle,"Fernwärmeleitungsbaustelle, Fahrbahn jeweils auf einen Fahrstreifen verengt und verschwenkt, Anbindungen Haydnstraße, Flotostraße und Gelieussstraße für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.315375487782175 52.45005715594298), LINESTRING(13.315697946059005 52.4431310090506, 13.315692982317893 52.44318398686503, 13.315547005574228 52.4445149536647, 13.315383988214927 52.44600302453185, 13.315300102453143 52.4467359666459, 13.315283959074733 52.4469700491408, 13.315297879944078 52.44706798258369, 13.31529200334863 52.447140997879806, 13.315309876114966 52.44800297575316, 13.315322912985092 52.44866006353494, 13.315328085587144 52.448886986906075, 13.315333008053427 52.44918601666534, 13.315350943726592 52.4494679685755, 13.315354936368092 52.44956000611231, 13.31537305108193 52.449629047372724, 13.315380014382452 52.44970494294879, 13.315445983590132 52.45010104888717, 13.315465049717636 52.45020301171017, 13.315491902921316 52.4502860239768, 13.315540112593986 52.45038399622337, 13.315625928513823 52.45047603041802, 13.315709024743027 52.450539073937236, 13.315727032629848 52.450553087067604, 13.315828908561341 52.45060992427586, 13.316198990415957 52.45079600892731, 13.317165947477829 52.451253043097175, 13.318120025755857 52.4517009846862, 13.318748961204903 52.45199998640491, 13.319071013854954 52.45216101270307, 13.31921698980811 52.45225803533596, 13.319319971858423 52.45234401686846, 13.319420949632457 52.452443996184726, 13.319483000476009 52.45251500983802, 13.31953308237915 52.45259502444941, 13.319601967963488 52.45270299931751, 13.31963406757382 52.45277601490256, 13.319651998593207 52.45285395415992), LINESTRING(13.319651998593207 52.45285395415992, 13.31963406757382 52.45277601490256, 13.319601967963488 52.45270299931751, 13.31953308237915 52.45259502444941, 13.319483000476009 52.45251500983802, 13.319420949632457 52.452443996184726, 13.319319971858423 52.45234401686846, 13.31921698980811 52.45225803533596, 13.319071013854954 52.45216101270307, 13.318748961204903 52.45199998640491, 13.318120025755857 52.4517009846862, 13.317165947477829 52.451253043097175, 13.316198990415957 52.45079600892731, 13.315828908561341 52.45060992427586, 13.315727032629848 52.450553087067604, 13.315709024743027 52.450539073937236, 13.315625928513823 52.45047603041802, 13.315540112593986 52.45038399622337, 13.315491902921316 52.4502860239768, 13.315465049717636 52.45020301171017, 13.315445983590132 52.45010104888717, 13.315380014382452 52.44970494294879, 13.31537305108193 52.449629047372724, 13.315354936368092 52.44956000611231, 13.315350943726592 52.4494679685755, 13.315333008053427 52.44918601666534, 13.315328085587144 52.448886986906075, 13.315322912985092 52.44866006353494, 13.315309876114966 52.44800297575316, 13.31529200334863 52.447140997879806, 13.315297879944078 52.44706798258369, 13.315283959074733 52.4469700491408, 13.315300102453143 52.4467359666459, 13.315383988214927 52.44600302453185, 13.315547005574228 52.4445149536647, 13.315692982317893 52.44318398686503, 13.315697946059005 52.4431310090506))"
250,Sperrung,Vollsperrung,01.12.2022 08:00,31.03.2024 17:00,Beidseitig,sperrung,"Kanalarbeiten, Koloniestraße von der Osloer Straße abgehängt (Sackgasse)","GEOMETRYCOLLECTION(POINT(13.377083075246004 52.55626971341952), LINESTRING(13.377208030226567 52.55376005804973, 13.377178046404744 52.55400896872463, 13.377174054219 52.554293031085976, 13.377158036272844 52.554874981752135, 13.377149061739503 52.55536199358021, 13.377127951661999 52.55590602203684, 13.377102940086488 52.5562120040126, 13.377054990810198 52.556455992916476), LINESTRING(13.377054990810198 52.556455992916476, 13.377102940086488 52.5562120040126, 13.377127951661999 52.55590602203684, 13.377149061739503 52.55536199358021, 13.377158036272844 52.554874981752135, 13.377174054219 52.554293031085976, 13.377178046404744 52.55400896872463, 13.377208030226567 52.55376005804973))"
251,Baustelle,keine Sperrung,23.11.2022 10:00,30.06.2024 17:00,Beidseitig,baustelle,"Hochbaustelle, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.324258408507449 52.5000157727429)
252,Baustelle,keine Sperrung,14.11.2022 09:00,02.09.2024 17:00,Beidseitig,baustelle,"Baustelle U-Bf Spichernstraße, Fahrbahn jeweils auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.332417524419176 52.49717072925755), LINESTRING(13.330735015200899 52.49589496457216, 13.33108397793392 52.49634297354316, 13.331151047529554 52.49640802683067, 13.331388997226577 52.496554972478805, 13.332495083478234 52.49721595531428, 13.33325500610548 52.497681977511384, 13.333565948462201 52.49788200594563, 13.333747943653991 52.49801305334513, 13.33424802588662 52.49839304974831, 13.334375923566638 52.4984860210449), LINESTRING(13.334375923566638 52.4984860210449, 13.33424802588662 52.49839304974831, 13.333747943653991 52.49801305334513, 13.333565948462201 52.49788200594563, 13.33325500610548 52.497681977511384, 13.332495083478234 52.49721595531428, 13.331388997226577 52.496554972478805, 13.331151047529554 52.49640802683067, 13.33108397793392 52.49634297354316, 13.330735015200899 52.49589496457216))"
253,Sperrung,Vollsperrung,14.11.2022 07:00,29.02.2024 17:00,Beidseitig,sperrung,"Tiefbauarbeiten, Vollsperrung für Kfz-Verkehr",POINT(13.525960626959806 52.486697056660155)
254,Baustelle,Fahrtrichtungssperrung,02.11.2022 08:00,29.03.2024 17:00,Beidseitig,baustelle,"Leitungsbauarbeiten, Fahrtrichtung für Kfz-Verkehr gesperrt",POINT(13.41459925376222 52.51650263343888)
255,Baustelle,keine Sperrung,02.11.2022 08:00,29.03.2024 17:00,Beidseitig,baustelle,"Leitungsbaustelle, Fahrbahn auf jeweils einen Fahrstreifen verengt und verschwenkt, Anbindung Klosterstraße für Kfz-Verkehr gesperrt",POINT(13.412244894570424 52.51585033096076)
256,Baustelle,keine Sperrung,02.11.2022 07:00,05.04.2024 17:00,Beidseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen je Richtung verengt und verschwenkt. Die Anbindung Grimmstraße ist für den Kfz-Verkehr unterbrochen.","GEOMETRYCOLLECTION(POINT(13.40633549818862 52.39998781435809), LINESTRING(13.406168059241791 52.404374981843844, 13.406184057298534 52.404232956373555, 13.406193940932049 52.40386903490829, 13.406193039248055 52.403425035989024, 13.406190995163758 52.402507004109836, 13.406221913318026 52.401641026218954, 13.406225058677496 52.40156599186622, 13.40627611905301 52.40070801789496, 13.406347007097452 52.399723984331295, 13.406431078452352 52.39847596590147), LINESTRING(13.406431078452352 52.39847596590147, 13.406347007097452 52.399723984331295, 13.40627611905301 52.40070801789496, 13.406225058677496 52.40156599186622, 13.406221913318026 52.401641026218954, 13.406190995163758 52.402507004109836, 13.406193039248055 52.403425035989024, 13.406193940932049 52.40386903490829, 13.406184057298534 52.404232956373555, 13.406168059241791 52.404374981843844))"
257,Baustelle,keine Sperrung,28.10.2022 06:00,01.03.2024 17:00,Beidseitig,baustelle,"Brückenarbeiten, eine Baustellenampel regelt den Verkehr","GEOMETRYCOLLECTION(POINT(13.703997252030609 52.40257873668511), LINESTRING(13.703766069600206 52.40266397866593, 13.704265020015132 52.40249700288472, 13.705462993181916 52.402096995111435, 13.70581091435155 52.401987069542095), LINESTRING(13.70581091435155 52.401987069542095, 13.705462993181916 52.402096995111435, 13.704265020015132 52.40249700288472, 13.703766069600206 52.40266397866593))"
258,Baustelle,keine Sperrung,26.10.2022 07:00,28.02.2024 17:00,Einseitig,baustelle,"Hochbaustelle, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.34118216960916 52.48863561205106), LINESTRING(13.340579972577912 52.4886080178804, 13.341042911982699 52.488646969306956, 13.34231698890142 52.488764003058364))"
259,Baustelle,keine Sperrung,26.10.2022 07:00,01.07.2024 17:00,Beidseitig,baustelle,"Kanalbauarbeiten, Fahrbahn auf einen Fahrstreifen verengt, kein Abbiegen erlaubt",POINT(13.433644466329776 52.53608666457078)
260,Baustelle,keine Sperrung,26.10.2022 07:00,01.07.2024 17:00,Beidseitig,baustelle,"Kanalbauarbeiten, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.433007813524492 52.53594329531575)
261,Sperrung,Fahrtrichtungssperrung,05.10.2022 06:00,31.03.2024 17:00,Einseitig,sperrung,"Sanierungsarbeiten, Fahrtrichtung für den Kfz-Verkehr gesperrt. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.57541481194049 52.54024082592877), LINESTRING(13.588861990984386 52.53933304831466, 13.588766056506868 52.53932201456629, 13.588170094033513 52.53927903372267, 13.587938929206452 52.539273039361866, 13.587602037690784 52.53929005820679, 13.586263913024245 52.53941299101052, 13.586058941995857 52.53942699579387, 13.584357099135921 52.53957999638188, 13.583438005001758 52.53966700008496, 13.582166994951521 52.53978394676382, 13.581810111355448 52.539807992244086, 13.58154295279643 52.53980694861927, 13.581245051781298 52.53979897257039, 13.581049013005144 52.539791947270594, 13.58080898489347 52.539790957514455, 13.580604042435677 52.53980396421453, 13.580416009805004 52.53982301742719, 13.578779051031713 52.539951991312535, 13.577664033205826 52.54004603788955, 13.57649593308371 52.54014896587516, 13.574275086976844 52.54035303011391, 13.574204048867124 52.54036098542147, 13.574080986732014 52.54036804421881, 13.572966000363468 52.54046501398282, 13.57283701000969 52.54048206977008, 13.572759989191379 52.540488063994474, 13.571474032826604 52.54060498555364, 13.571230927439348 52.540625966845354, 13.570782023337621 52.54067700964836, 13.570153940895857 52.54073298909478, 13.569756048285742 52.540757042320195))"
262,Baustelle,keine Sperrung,23.09.2022 15:00,16.03.2024 17:00,Beidseitig,baustelle,"Grundhafter Ausbau der westlichen Richtungsfahrbahn, Fahrbahn jeweils auf einen Fahrstreifen verengt und verschwenkt. Richtung Am Tierpark ist für den Radverkehr eine Umleitung ausgewiesen.","GEOMETRYCOLLECTION(POINT(13.5272677144484 52.487826325927514), LINESTRING(13.525641007016242 52.482624958810206, 13.526236976865132 52.48449801437238, 13.526573978157248 52.485550021334404, 13.526845940060932 52.486442076836816, 13.52689998333198 52.48657896315379, 13.527249079552046 52.487671038229706, 13.527846984636717 52.48954302865621, 13.527993004345815 52.490053015450314, 13.528011112219586 52.4901679655715, 13.528015049639695 52.4902750071338, 13.528014031177541 52.49035402510664, 13.52801092585314 52.49046907090988, 13.527969942519478 52.49057600307433, 13.527887989278947 52.49076298452014, 13.527551899067635 52.49126903948063, 13.52733399647779 52.4915659962344, 13.527259951388952 52.491666043082475), LINESTRING(13.527259951388952 52.491666043082475, 13.52733399647779 52.4915659962344, 13.527551899067635 52.49126903948063, 13.527887989278947 52.49076298452014, 13.527969942519478 52.49057600307433, 13.52801092585314 52.49046907090988, 13.528014031177541 52.49035402510664, 13.528015049639695 52.4902750071338, 13.528011112219586 52.4901679655715, 13.527993004345815 52.490053015450314, 13.527846984636717 52.48954302865621, 13.527249079552046 52.487671038229706, 13.52689998333198 52.48657896315379, 13.526845940060932 52.486442076836816, 13.526573978157248 52.485550021334404, 13.526236976865132 52.48449801437238, 13.525641007016242 52.482624958810206))"
263,Sperrung,Vollsperrung,19.09.2022 11:00,01.04.2024 17:00,Einseitig,sperrung,"Sanierung und Umbau der Straße, Fahrtrichtung für Kfz-Verkehr gesperrt. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.407871421705813 52.386721156050754), LINESTRING(13.409690989756047 52.38742198824387, 13.409539994406051 52.38732599778425, 13.408369995465437 52.38678605684279, 13.408091962719658 52.38667999167475, 13.405076057103361 52.38668599358715))"
264,Baustelle,keine Sperrung,23.08.2022 05:00,31.12.2025 17:00,Einseitig,baustelle,"Baustelleneinrichtung, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.418119479394084 52.515490451343794), LINESTRING(13.415011010572336 52.51578600115875, 13.41553998367365 52.515817990867625, 13.415770966865532 52.515820993746814, 13.416013959680045 52.515821999090306, 13.416277060316146 52.51581302326306, 13.416616970808683 52.51579104866284, 13.4168400846752 52.51576697098226, 13.417166967998226 52.51572198322312, 13.417430997222045 52.51567894115452, 13.417626090943477 52.515638932706715, 13.417832081077952 52.51559097768876, 13.418082006741713 52.515522031172566, 13.418292992839481 52.515458048160326, 13.418654038028802 52.51534401210872, 13.419279049984905 52.51513100360023))"
265,Baustelle,keine Sperrung,06.08.2022 20:00,31.12.2028 17:00,Beidseitig,baustelle,"Brückenneubau, Fahrbahn auf einen Fahrstreifen je Richtung verengt","GEOMETRYCOLLECTION(POINT(13.462939806286977 52.49579513270843), LINESTRING(13.460668057374946 52.49392002283608, 13.461744033994085 52.49479203295468, 13.461896978247337 52.4949260099324, 13.462010949663826 52.49501596344082, 13.462119941128039 52.49508400388353, 13.462528999855826 52.49545192910572, 13.463114103513968 52.495916995361405, 13.463658043568444 52.49637999559608, 13.464026012883862 52.496667991028474, 13.464231000396108 52.49688994345156, 13.464448086828956 52.497141003654804, 13.464683081610595 52.49743203619125), LINESTRING(13.464683081610595 52.49743203619125, 13.464448086828956 52.497141003654804, 13.464231000396108 52.49688994345156, 13.464026012883862 52.496667991028474, 13.463658043568444 52.49637999559608, 13.463114103513968 52.495916995361405, 13.462528999855826 52.49545192910572, 13.462119941128039 52.49508400388353, 13.462010949663826 52.49501596344082, 13.461896978247337 52.4949260099324, 13.461744033994085 52.49479203295468, 13.460668057374946 52.49392002283608))"
266,Baustelle,keine Sperrung,03.08.2022 12:00,29.03.2024 17:00,Beidseitig,baustelle,"Kanalarbeiten, mehrere Baustellenampeln regeln den Verkehr","GEOMETRYCOLLECTION(POINT(13.374712287444392 52.5847609367927), LINESTRING(13.374196946156486 52.58678198542664, 13.374356026598221 52.586217017043026, 13.37446589611402 52.585797027119376, 13.374492922943988 52.58568896662992, 13.374581007979947 52.58536694920736, 13.374688104789445 52.58493001788941, 13.374684015045897 52.584869002722066, 13.374583033576211 52.584255059153485, 13.374524063267087 52.58388606780306, 13.374451003587643 52.5835029468968, 13.374447021002794 52.58345101409563, 13.374444070589858 52.58341905550556, 13.374518971277437 52.58318595793102, 13.374726938621041 52.582480051564986, 13.374760969595085 52.58240202718417, 13.375085996834159 52.5819430017245, 13.375418025929553 52.581498007519684, 13.375472943150122 52.581389969811816, 13.37551800513462 52.581288989668636, 13.375567937252743 52.581164070326835), LINESTRING(13.375567937252743 52.581164070326835, 13.37551800513462 52.581288989668636, 13.375472943150122 52.581389969811816, 13.375418025929553 52.581498007519684, 13.375085996834159 52.5819430017245, 13.374760969595085 52.58240202718417, 13.374726938621041 52.582480051564986, 13.374518971277437 52.58318595793102, 13.374444070589858 52.58341905550556, 13.374447021002794 52.58345101409563, 13.374451003587643 52.5835029468968, 13.374524063267087 52.58388606780306, 13.374583033576211 52.584255059153485, 13.374684015045897 52.584869002722066, 13.374688104789445 52.58493001788941, 13.374581007979947 52.58536694920736, 13.374492922943988 52.58568896662992, 13.37446589611402 52.585797027119376, 13.374356026598221 52.586217017043026, 13.374196946156486 52.58678198542664))"
267,Sperrung,Vollsperrung,01.07.2022 07:00,30.04.2024 17:00,Einseitig,sperrung,"Hochbaustelle, Fahrtrichtung für Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.384349953319974 52.532053999597835), LINESTRING(13.384349953319974 52.532053999597835, 13.384074017501229 52.53195996177531, 13.383321004211867 52.53173299243898, 13.382203890017438 52.53128004079205))"
268,Baustelle,keine Sperrung,20.06.2022 09:00,29.03.2024 17:00,Beidseitig,baustelle,"Hochbaustelle, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.357441855654528 52.50648528522769)
269,Sperrung,Vollsperrung,20.06.2022 07:00,01.06.2024 17:00,Einseitig,sperrung,"Hochbaustelle, Fahrtrichtung für den Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.437820046405474 52.50032002990356), LINESTRING(13.437820046405474 52.50032002990356, 13.43502993541708 52.50141998503731))"
270,Baustelle,keine Sperrung,24.05.2022 14:00,30.09.2025 17:00,Einseitig,baustelle,"Baustelleneinrichtung, Fahrbahn auf einen Fahrstreifen verengt. Auf der Fennstraße ist 1 von 2 Linksabbiegern gesperrt.","GEOMETRYCOLLECTION(POINT(13.360343733492444 52.53715743057307), LINESTRING(13.360651097366027 52.53743400954687, 13.360519080198994 52.537367984396205, 13.360359041878189 52.53731002250677, 13.360468055448468 52.53719006314467, 13.360557012156935 52.53708600980472, 13.360687929714084 52.53695196792647, 13.360812041423458 52.53686602388548, 13.362903090235847 52.53609197365407, 13.363459028112954 52.53590806257626))"
271,Baustelle,keine Sperrung,19.05.2022 09:00,31.01.2025 17:00,Beidseitig,baustelle,"Baustelle, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.366803361487866 52.525542227613506)
272,Baustelle,keine Sperrung,28.03.2022 07:00,29.03.2024 17:00,Beidseitig,baustelle,"Baustelle, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.40711118134279 52.49847496011023)
273,Baustelle,keine Sperrung,16.03.2022 08:00,30.06.2024 17:00,Beidseitig,baustelle,"Leitungsbaustelle, Fahrbahn auf einen Fahrstreifen verengt. Im Anschluss folgen weitere Arbeiten",POINT(13.386982327503615 52.485008162624666)
274,Baustelle,keine Sperrung,14.03.2022 07:00,30.06.2024 17:00,Beidseitig,baustelle,"Hochbauarbeiten, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.33021278845671 52.523867370885185)
275,Baustelle,Vollsperrung,21.02.2022 07:00,30.04.2024 17:00,Beidseitig,baustelle,"Brückenneubau Eisenbahn, eine Baustellenampel regelt den Verkehr. Im Anschluss folgen weitere Arbeiten",POINT(13.452361730325695 52.47089794307676)
276,Baustelle,keine Sperrung,17.02.2022 07:00,30.06.2024 17:00,Beidseitig,baustelle,"Umbau Kudam Karree, Fahrbahn auf einen Fahrstreifen verengt",POINT(13.323432661238273 52.50212376120167)
277,Baustelle,keine Sperrung,07.02.2022 14:00,31.12.2027 17:00,Beidseitig,baustelle,"Brückenneubau über Wuhle, Fahrbahn auf jeweils einen Fahrstreifen verengt",POINT(13.566629202287007 52.455192569934276)
278,Bauarbeiten,keine Sperrung,25.01.2022 21:00,31.05.2024 17:00,Einseitig,baustelle,"Notmaßnahme, Fahrbahn auf jeweils einen Fahrstreifen verengt. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.384504033611552 52.45268298403376), LINESTRING(13.384504033611552 52.45268298403376, 13.384493058070293 52.4528220175848, 13.384404027189055 52.45325606435938, 13.384371006070676 52.453337972437815, 13.384339061609037 52.453499017607236, 13.384248978180498 52.45401801650701, 13.38414003725193 52.45463395228845, 13.384056047645165 52.45510295337511, 13.384034994270616 52.455271969579506, 13.383994913491392 52.455434072293215, 13.383961996477467 52.455697963111504, 13.383957962358672 52.4557799974385))"
279,Sperrung,Vollsperrung,24.01.2022 06:00,31.12.2025 17:00,Beidseitig,sperrung,"Gleisbauarbeiten/Neubau Dresdner Bahn, Vollsperrung für Kfz-Verkehr, Umleitung ausgewiesen. Gesamtarbeiten bis vsl. 2025",POINT(13.382329068588207 52.41107201758935)
280,Baustelle,keine Sperrung,10.01.2022 07:00,30.06.2026 23:59,Beidseitig,baustelle,"Hochbaubaustelle, Fahrbahn auf einen Fahrstreifen verengt, Stauraum vor Alexanderstraße frei",POINT(13.411094823964962 52.52320273434834)
281,Bauarbeiten,keine Sperrung,06.10.2021 08:00,29.03.2024 17:00,Einseitig,baustelle,"Fahrbahn auf einen Fahrstreifen verengt, Bauarbeiten","GEOMETRYCOLLECTION(POINT(13.401157156566216 52.498364490509765), LINESTRING(13.403006073931405 52.49836898527433, 13.399561982695207 52.49834896752888))"
282,Baustelle,keine Sperrung,29.07.2021 08:00,29.02.2024 17:00,Beidseitig,baustelle,"Baustelle, Linksabbieger auf zwei Fahrstreifen verengt, Fahrstreifenverschwenkungen, Staugefahr",POINT(13.458241397415755 52.49203836090603)
283,Sperrung,Vollsperrung,13.07.2021 07:00,31.12.2024 17:00,Beidseitig,sperrung,"Leitungsarbeiten, Fahrtrichtung gesperrt. In der Gegenrichtung ist das Linksabbiegen auf die Allee der Kosmonauten nicht möglich",POINT(13.533780340627656 52.52485696385509)
284,Baustelle,keine Sperrung,01.04.2021 08:44,05.08.2024 17:00,Beidseitig,baustelle,"Brückenbauarbeiten, Fahrbahn jeweils auf einen Fahrstreifen verengt.. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.361374738890362 52.44703040337148), LINESTRING(13.36063400404101 52.44674000592627, 13.36091604997543 52.44685999247497, 13.361320035346141 52.44701700373463, 13.361828048907311 52.4472060249576, 13.3621000280346 52.447307976656056), LINESTRING(13.3621000280346 52.447307976656056, 13.361828048907311 52.4472060249576, 13.361320035346141 52.44701700373463, 13.36091604997543 52.44685999247497, 13.36063400404101 52.44674000592627))"
